Country Name,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Malta,3.306005954,3.171717896,3.042884542,2.919284325,2.800704677,2.686941667,2.577799644,2.473090907,2.372635379,2.276260297,2.183799915,2.09509522,2.00999366
Myanmar,46.54758528,45.68833217,44.84494059,44.01711774,43.20457622,42.40703396,41.62421406,40.85584477,40.10165931,39.36139587,38.63479745,37.9216118,37.22159132
Mongolia,33.65049973,32.80499816,31.98074064,31.17719339,30.39383605,29.63016132,28.88567466,28.15989396,27.4523492,26.7625822,26.09014626,25.43460593,24.79553669
Mozambique,84.32751217,82.97852688,81.65112128,80.34495015,79.05967382,77.79495802,76.55047385,75.32589766,74.120911,72.93520047,71.76845774,70.62037935,69.49066676
Mauritania,51.97635814,51.20253931,50.44024101,49.68929174,48.94952252,48.22076691,47.50286095,46.79564309,46.09895423,45.4126376,44.73653878,44.07050565,43.41438836
Mauritius,8.624708924,8.307486997,8.001932681,7.707616835,7.424126101,7.151062324,6.888041996,6.634695712,6.390667655,6.155615096,5.929207909,5.711128113,5.501069422
Malawi,61.30430013,59.86409809,58.45773024,57.08440174,55.74333641,54.43377628,53.15498123,51.90622849,50.6868123,49.49604345,48.33324895,47.19777161,46.08896967
Malaysia,3.963531956,3.775607948,3.596594031,3.426067749,3.263626676,3.108887466,2.961484947,2.821071263,2.687315052,2.559900659,2.4385274,2.322908843,2.212772141
Namibia,37.55425883,37.15064009,36.7513593,36.35636982,35.96562554,35.57908083,35.19669055,34.81841005,34.44419517,34.0740022,33.70778793,33.34550959,32.98712487
Niger,75.02147642,74.1183562,73.22610788,72.34460058,71.473705,70.6132934,69.76323957,68.92341882,68.09370797,67.2739853,66.46413058,65.66402502,64.87355125
Nigeria,74.64941959,73.41203002,72.19515143,70.99844384,69.82157288,68.66420975,67.52603109,66.40671888,65.30596041,64.22344812,63.15887956,62.11195731,61.08238885
Nicaragua,18.45967053,17.79911142,17.1621897,16.54805952,15.95590532,15.38494071,14.83440745,14.30357441,13.79173665,13.29821445,12.8223524,12.36351855,11.92110357
Netherlands,2.925066138,2.838798259,2.755074646,2.673820263,2.594962284,2.518430034,2.444154921,2.372070376,2.302111794,2.234216474,2.168323565,2.104374011,2.042310497
Norway,2.097834734,2.0196101,1.944302328,1.871802653,1.802006365,1.734812661,1.670124493,1.607848436,1.547894545,1.490176231,1.434610133,1.381116,1.32961657
Nepal,37.93824065,36.75767764,35.61385141,34.5056188,33.43187219,32.39153845,31.38357784,30.40698297,29.46077781,28.54401667,27.65578333,26.79519005,25.96137674
New Zealand,3.937573283,3.820948581,3.707778119,3.597959587,3.491393707,3.38798414,3.2876374,3.190262773,3.095772229,3.004080345,2.91510423,2.828763446,2.744979941
Oman,7.429812714,6.989101711,6.574532174,6.184553479,5.817706983,5.472620562,5.148003484,4.842641578,4.555392692,4.285182425,4.031000104,3.791895006,3.566972802
Pakistan,62.92885502,61.80801492,60.70713837,59.62586978,58.5638599,57.52076573,56.49625034,55.48998282,54.50163817,53.53089715,52.57744621,51.64097741,50.72118826
Panama,12.29137913,11.94330383,11.60508555,11.27644515,10.95711141,10.64682078,10.34531715,10.0523517,9.767682642,9.491075025,9.222300563,8.961137432,8.707370089
Peru,19.20751884,18.54765033,17.91045139,17.29514324,16.70097381,16.12721689,15.57317121,15.03815961,14.52152817,14.02264545,13.5409017,13.0757081,12.62649609
Philippines,22.90019706,22.47008711,22.04805545,21.63395036,21.22762296,20.82892718,20.43771967,20.0538598,19.67720956,19.30763354,18.94499887,18.58917518,18.24003455
Papua New Guinea,38.64781011,37.88615731,37.13951481,36.40758678,35.69008324,34.98671993,34.29721817,33.62130478,32.95871197,32.30917724,31.67244322,31.04825766,30.43637325
Poland,3.729318782,3.562817831,3.403750561,3.251785084,3.106604331,2.967905387,2.835398863,2.708808288,2.587869537,2.472330275,2.361949434,2.256496709,2.155752077
Portugal,2.134825656,2.000724572,1.875047174,1.757264321,1.646880108,1.543429783,1.446477788,1.355615924,1.270461633,1.19065639,1.115864187,1.045770128,0.980079093
Paraguay,20.22291264,19.8029535,19.39171544,18.98901736,18.59468191,18.20853543,17.83040785,17.46013267,17.0975468,16.74249057,16.39480762,16.05434483,15.72095226
West Bank and Gaza,17.6781239,17.17859053,16.69317253,16.22147107,15.76309855,15.31767833,14.88484441,14.46424114,14.05552293,13.65835392,13.27240778,12.89736738,12.53292455
Qatar,6.319326287,6.071246045,5.832904786,5.603920181,5.383924915,5.172566087,4.969504655,4.774414885,4.586983829,4.406910826,4.23390702,4.067694891,3.908007816
Romania,9.618148094,9.326277278,9.043263527,8.768838068,8.502740281,8.244717455,7.99452455,7.751923959,7.516685288,7.288585133,7.06740687,6.852940447,6.644982189
Russian Federation,9.72945398,9.514600359,9.304491309,9.099022055,8.898090139,8.701595362,8.509439741,8.321527455,8.137764799,7.958060138,7.782323859,7.61046833,7.442407853
Rwanda,60.85099473,59.88915573,58.94252,58.01084723,57.09390091,56.19144827,55.30326021,54.42911127,53.56877953,52.72204659,51.8886975,51.06852072,50.26130803
Saudi Arabia,12.82439279,12.3091691,11.81464468,11.33998792,10.88440063,10.4471167,10.02740077,9.624547047,9.237878091,8.866743673,8.510519686,8.168607101,7.840430953
Sudan,51.89081603,51.21254437,50.54313849,49.88248251,49.23046204,48.58696422,47.95187765,47.32509237,46.70649989,46.09599311,45.49346634,44.89881528,44.31193698
Senegal,41.01970557,40.13819147,39.27562113,38.43158743,37.60569204,36.79754514,36.00676534,35.23297941,34.47582215,33.7349362,33.00997191,32.30058712,31.60644701
Singapore,1.296554376,1.224292437,1.156057934,1.0916264,1.030785882,0.973336239,0.919088485,0.867864166,0.819494774,0.773821193,0.730693176,0.689968849,0.651514244
Solomon Islands,9.540188445,9.133760401,8.744646874,8.372110237,8.015444285,7.673972902,7.347048773,7.034052161,6.73438973,6.447493422,6.172819378,5.909846909,5.658077509
Sierra Leone,103.0339201,101.6884547,100.360559,99.05000366,97.75656214,96.48001099,95.22012964,93.97670041,92.74950847,91.53834178,90.34299107,89.16324981,87.99891417
El Salvador,17.04687758,16.43675483,15.8484689,15.28123825,14.73430928,14.20695539,13.69847595,13.20819544,12.7354625,12.27964908,11.84014963,11.41638026,11.00777796
Somalia,93.89122704,93.46790172,93.04648504,92.62696838,92.2093432,91.79360095,91.37973314,90.96773134,90.55758712,90.1492921,89.74283796,89.33821639,88.93541912
South Sudan,82.43654038,81.134516,79.85305614,78.59183599,77.35053588,76.12884119,74.92644227,73.74303436,72.5783175,71.43199648,70.30378076,69.19338438,68.10052588
Sao Tome and Principe,41.9301169,41.56546309,41.20398056,40.84564174,40.49041929,40.1382861,39.78921531,39.44318029,39.10015462,38.76011216,38.42302694,38.08887325,37.75762559
Suriname,23.72062836,23.36561521,23.01591535,22.67144925,22.33213857,21.99790616,21.66867602,21.34437328,21.0249242,20.71025613,20.40029751,20.09497787,19.79422777
Slovak Republic,6.391352131,6.251328997,6.11437352,5.980418493,5.849398183,5.721248294,5.59590594,5.473309614,5.353399156,5.236115721,5.121401758,5.009200973,4.899458307
Slovenia,3.75196537,3.645957851,3.542945453,3.442843554,3.34556992,3.251044643,3.159190069,3.069930742,2.983193337,2.898906598,2.817001285,2.737410113,2.6600677
Sweden,1.774981739,1.708212682,1.64395526,1.582114993,1.522600958,1.465325647,1.410204847,1.357157514,1.306105649,1.25697419,1.209690897,1.164186248,1.120393336
Eswatini,43.54876923,42.69102502,41.8501751,41.0258867,40.21783364,39.42569613,38.64916069,37.88792004,37.14167292,36.41012401,35.69298381,34.98996854,34.30079997
Seychelles,4.660215505,4.437256043,4.224963668,4.022828032,3.830363204,3.647106504,3.472617383,3.306476375,3.148284079,2.997660202,2.854242649,2.717686646,2.587663914
Syrian Arab Republic,8.998874077,8.611605759,8.241003608,7.886350394,7.546959751,7.222174852,6.911367134,6.613935088,6.329303088,6.056920283,5.796259525,5.546816354,5.30810802
Chad,84.14791841,83.41683605,82.69210538,81.97367121,81.26147885,80.55547406,79.85560308,79.16181262,78.47404986,77.79226242,77.1163984,76.44640632,75.78223518
Togo,51.71573315,50.71796449,49.73944612,48.77980662,47.83868176,46.91571433,46.01055402,45.12285726,44.25228713,43.39851319,42.5612114,41.74006394,40.93475915
Thailand,9.264915623,8.884331697,8.519381387,8.169422494,7.833839202,7.51204099,7.203461596,6.907558017,6.623809556,6.351716906,6.090801269,5.840603517,5.600683381
Tajikistan,45.34583461,44.48171258,43.63405749,42.80255554,41.9868989,41.18678563,40.40191953,39.63201004,38.87677214,38.13592625,37.40919812,36.69631871,35.99702411
Turkmenistan,46.98785033,46.24061502,45.5052628,44.78160468,44.06945471,43.36862987,42.67895006,42.00023805,41.33231942,40.67502251,40.02817843,39.39162093,38.76518644
Tonga,7.564216415,7.302868732,7.05055075,6.806950488,6.571766743,6.344708722,6.125495675,5.913856556,5.70952968,5.512262406,5.32181082,5.137939438,4.960420909
Trinidad and Tobago,21.50582687,21.19437806,20.88743967,20.58494638,20.28683382,19.99303854,19.70349803,19.41815066,19.13693571,18.85979334,18.58666456,18.31749125,18.05221612
Tunisia,10.7068128,10.18334684,9.685473606,9.211941857,8.761561512,8.333200679,7.925782802,7.538283961,7.169730297,6.819195562,6.485798793,6.168702101,5.867108558
Turkey,17.45694757,16.76260916,16.09588759,15.45568442,14.84094491,14.25065625,13.68384593,13.1395801,12.61696209,12.11513086,11.63325963,11.17055451,10.72625317
Tuvalu,25.31842968,24.87981797,24.44880468,24.02525818,23.60904912,23.20005039,22.79813708,22.40318644,22.01507784,21.63369277,21.25891474,20.8906293,20.52872396
Tanzania,52.8397774,51.8818719,50.94133178,50.01784224,49.11109417,48.22078407,47.34661396,46.48829123,45.6455286,44.81804398,44.00556041,43.20780595,42.42451357
